Incident Number,Incident Date,Time Num,Street,Alt Street,City,County,Intersection,Mile Post,Accident Type,Collision Type,Hit and Run,Involved Fatal Injury,Involved Medical Transport,Involved Placarded Truck,Posted Speed,Total Vehicles Involved,Weather Code,Pedestrian Involved,Bicycle Involved,Drug Involved,Alcohol Involved,Latitude,Longitude,Location WKT,Location,Light Condition
21-135847,12/20/2021 11:30:00 AM,11.5,Gunbarrel Rd,,Chattanooga,Hamilton,Landress Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,35,1,Clear,Yes,No,No,No,35.039946,-85.150198,POINT (-85.150198 35.039946),"(35.039946, -85.150198)",Daylight
22-018273,02/20/2022 06:50:00 PM,19,1816 Gunbarrel Rd,,Chattanooga,Hamilton,Gunbarrel Road,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.024501,-85.155628,POINT (-85.155628 35.024501),"(35.024501, -85.155628)",Dark - Lighted
21-138242,12/27/2021 01:30:00 PM,13.5,3600 Brainerd Rd,,Chattanooga,Hamilton,N Germantown Rd.,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,30,1,Clear,Yes,No,No,No,35.023643,-85.246419,POINT (-85.246419 35.023643),"(35.023643, -85.246419)",Daylight
21-138736,12/28/2021 10:47:00 PM,23,404 Tunnel Blvd,,Chattanooga,Hamilton,Tunnel Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,15,1,Clear,Yes,No,,,35.033474,-85.243255,POINT (-85.243255 35.033474),"(35.033474, -85.243255)",Dark - Lighted
21-139384,12/30/2021 06:00:00 PM,18,5300 Brainerd Rd,,Chattanooga,Hamilton,McBrien Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.010574,-85.222145,POINT (-85.222145 35.010574),"(35.010574, -85.222145)",Dark - Lighted
22-000334,01/01/2022 08:16:00 PM,20.5,133 W 38th St,SR-133,Chattanooga,Hamilton,3800 Central Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Rain,Yes,No,No,No,35.005924,-85.311189,POINT (-85.311189 35.005924),"(35.005924, -85.311189)",Dark - Lighted
22-000352,01/01/2022 09:20:00 PM,21.5,Lee Hwy,,Chattanooga,Hamilton,Robin Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,45,1,Clear,Yes,No,No,No,35.052277,-85.150786,POINT (-85.150786 35.052277),"(35.052277, -85.150786)",Dark - Not Lighted
22-001444,01/05/2022 07:31:00 AM,7.5,1750 Dodds Ave,,Chattanooga,Hamilton,E 17th St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.019628,-85.271072,POINT (-85.271072 35.019628),"(35.019628, -85.271072)",Dawn
22-001729,01/05/2022 06:53:00 PM,19,Fairfax Dr,,Chattanooga,Hamilton,Azalean Dr,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.107105,-85.261742,POINT (-85.261742 35.107105),"(35.107105, -85.261742)",Dark - Lighted
22-002006,01/06/2022 07:40:00 PM,19.5,Mccallie Ave,,Chattanooga,Hamilton,Dodson Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.03097,-85.26135,POINT (-85.26135 35.03097),"(35.030970, -85.261350)",Dark - Lighted
22-003263,01/10/2022 02:51:00 PM,15,5665 Brainerd Road,SR-5665,Chattanooga,Hamilton,Old Mission Road,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.1227964,-85.055304,POINT (-85.055304 35.1227964),"(35.1227964, -85.055304)",Daylight
22-003995,01/12/2022 05:29:00 PM,17.5,490 Greenway View Dr,,Chattanooga,Hamilton,Skurlock Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,,1,Clear,Yes,No,No,No,35.008709,-85.205213,POINT (-85.205213 35.008709),"(35.008709, -85.205213)",Dusk
22-004251,01/11/2022 11:00:00 AM,11,9117 E Brainerd Rd,,Chattanooga,Hamilton,Shallowford Rd,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,,1,Clear,Yes,No,,,35.006088,-85.12184,POINT (-85.12184 35.006088),"(35.006088, -85.121840)",Daylight
22-005159,01/15/2022 09:20:00 PM,21.5,301 Market St,,Chattanooga,Hamilton,E 3rd St,,Property Damage,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Rain,Yes,No,No,No,35.066843,-85.271493,POINT (-85.271493 35.066843),"(35.066843, -85.271493)",Dark - Lighted
22-007879,01/23/2022 07:00:00 PM,19,Walnut St,,Chattanooga,Hamilton,E Aquarium Way,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.055266,-85.307282,POINT (-85.307282 35.055266),"(35.055266, -85.307282)",Dark - Lighted
22-008237,01/24/2022 06:58:00 PM,19,Hwy 58,,Chattanooga,Hamilton,Holder Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,50,1,Clear,Yes,No,No,No,35.113746,-85.130908,POINT (-85.130908 35.113746),"(35.113746, -85.130908)",Dark - Not Lighted
22-008582,01/25/2022 05:21:00 PM,17.5,4211 Hixson Pike,,Chattanooga,Hamilton,Dupont Pkwy,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,40,1,Clear,Yes,No,No,No,35.115523,-85.251968,POINT (-85.251968 35.115523),"(35.115523, -85.251968)",Daylight
22-008824,01/26/2022 11:39:00 AM,11.5,2119 E 23rd St,,Chattanooga,Hamilton,4th Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.018546,-85.280426,POINT (-85.280426 35.018546),"(35.018546, -85.280426)",Daylight
22-009599,01/28/2022 02:35:00 PM,14.5,E Main St,,Chattanooga,Hamilton,Rossville Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.035383,-85.305354,POINT (-85.305354 35.035383),"(35.035383, -85.305354)",Daylight
22-010720,01/31/2022 07:04:00 PM,19,Signal Mountain Rd,,Chattanooga,Hamilton,Signal Mountain Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Clear,Yes,No,No,No,35.094368,-85.331318,POINT (-85.331318 35.094368),"(35.094368, -85.331318)",Dark - Lighted
22-011110,02/01/2022 08:45:00 PM,21,101 Glenwood Dr,,Chattanooga,Hamilton,101 Glenwood Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,Yes,35.032474,-85.263942,POINT (-85.263942 35.032474),"(35.032474, -85.263942)",Dark - Not Lighted
22-011704,02/03/2022 11:35:00 AM,11.5,111 Belvour Ave,,Chattanooga,Hamilton,Brainerd Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Rain,Yes,No,No,No,35.016294,-85.241549,POINT (-85.241549 35.016294),"(35.016294, -85.241549)",Daylight
22-012243,02/04/2022 04:50:00 PM,17,3140 Cummings Hwy,,Chattanooga,Hamilton,S Moss Ave,,Property Damage,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,2,Cloudy,Yes,No,No,No,35.019341,-85.369274,POINT (-85.369274 35.019341),"(35.019341, -85.369274)",Daylight
22-012909,02/06/2022 04:00:00 PM,16,N Market St,,Chattanooga,Hamilton,W Manning St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.065196,-85.308341,POINT (-85.308341 35.065196),"(35.065196, -85.308341)",Daylight
22-013996,02/09/2022 04:25:00 PM,16.5,18210 Interstate 24 Wb St,,Chattanooga,Hamilton,S Crest Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,65,1,Clear,Yes,No,No,No,35.020105,-85.266145,POINT (-85.266145 35.020105),"(35.020105, -85.266145)",Daylight
22-015731,02/14/2022 08:20:00 AM,8.5,822 Central Avenue,,Chattanooga,Hamilton,O Neal St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,,1,Clear,Yes,No,No,No,35.040441,-85.289671,POINT (-85.289671 35.040441),"(35.040441, -85.289671)",Daylight
22-015889,02/14/2022 03:30:00 PM,15.5,5756 Highway 153,,Chattanooga,Hamilton,Grubb Rd,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.15584,-85.248678,POINT (-85.248678 35.15584),"(35.155840, -85.248678)",Daylight
22-017223,02/17/2022 12:00:00 AM,,5100 Highway 153,,Chattanooga,Hamilton,Hamill rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Rain,Yes,No,No,Yes,35.121052,-85.237366,POINT (-85.237366 35.121052),"(35.121052, -85.237366)",Unknown
22-019351,02/22/2022 04:00:00 PM,16,5958 Snow Hill Rd,,Chattanooga,Hamilton,Lee Highway,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,25,1,Clear,Yes,No,No,No,35.090553,-85.064316,POINT (-85.064316 35.090553),"(35.090553, -85.064316)",Daylight
22-019411,02/23/2022 07:00:00 PM,19,1337 Gunbarrel Rd,SR-1337,Chattanooga,Hamilton,Elaine Cir,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,No,35.0811672,-85.26375,POINT (-85.26375 35.0811672),"(35.0811672, -85.263750)",Dark - Not Lighted
22-020535,02/26/2022 06:55:00 PM,19,3550 Cummings Hwy,,Chattanooga,Hamilton,Cummings Hwy,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Rain,Yes,No,No,No,35.015591,-85.376588,POINT (-85.376588 35.015591),"(35.015591, -85.376588)",Dark - Lighted
22-020682,02/27/2022 04:20:00 AM,4.5,776 Mountain Creek Rd,SR-776,Chattanooga,Hamilton,Signal Mtn. Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Rain,Yes,No,,,35.09943,-85.327992,POINT (-85.327992 35.09943),"(35.099430, -85.327992)",Dark - Lighted
22-021508,03/01/2022 11:27:00 AM,11.5,420 West Bell Ave,,Chattanooga,Hamilton,Chilhowie St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.068331,-85.314265,POINT (-85.314265 35.068331),"(35.068331, -85.314265)",Daylight
22-022797,03/04/2022 05:18:00 PM,17.5,1500 Market St,SR-1,Chattanooga,Hamilton,E Main,1,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,No,No,35.036143,-85.307328,POINT (-85.307328 35.036143),"(35.036143, -85.307328)",Daylight
22-024758,03/09/2022 06:39:00 PM,18.5,101 N Howell Ave,,Chattanooga,Hamilton,Club Dr,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.013273,-85.224251,POINT (-85.224251 35.013273),"(35.013273, -85.224251)",Dark - Not Lighted
22-026709,03/15/2022 07:24:00 AM,7.5,5609 Brainerd Rd,SR-5609,Chattanooga,Hamilton,Eastgate Loop,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,40,1,Clear,Yes,No,No,No,35.010978,-85.217565,POINT (-85.217565 35.010978),"(35.010978, -85.217565)",Daylight
22-026948,03/15/2022 08:03:00 PM,20,397 Mcbrien Rd,,Chattanooga,Hamilton,S Terrace,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Rain,Yes,No,No,No,35.004589,-85.22746,POINT (-85.22746 35.004589),"(35.004589, -85.227460)",Dark - Lighted
22-027572,03/14/2022 09:15:00 AM,9.5,975 E 3rd St,SR-975,Chattanooga,Hamilton,Central Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,,1,Clear,Yes,No,,,35.048368,-85.290591,POINT (-85.290591 35.048368),"(35.048368, -85.290591)",Daylight
22-028104,03/18/2022 04:27:00 PM,16.5,231 E Martin Luther King Blvd,US-1,Chattanooga,Hamilton,231 E Martin Luther King Blvd,1,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Clear,Yes,No,No,No,35.045074,-85.305802,POINT (-85.305802 35.045074),"(35.045074, -85.305802)",Daylight
22-028511,03/19/2022 04:40:00 PM,16.5,5812 Browntown Rd,,Chattanooga,Hamilton,Courtney Ln,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,40,1,Clear,Yes,No,No,No,35.162694,-85.274201,POINT (-85.274201 35.162694),"(35.162694, -85.274201)",Daylight
22-028594,03/19/2022 08:58:00 PM,21,250 W 38th St,,Chattanooga,Hamilton,Kirkland Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.006293,-85.3128,POINT (-85.3128 35.006293),"(35.006293, -85.312800)",Dark - Lighted
22-030189,03/24/2022 08:14:00 AM,8,100 W Martin Luther King Blvd,,Chattanooga,Hamilton,Broad St,,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,Yes,No,25,1,Clear,Yes,No,No,No,35.045743,-85.31002,POINT (-85.31002 35.045743),"(35.045743, -85.310020)",Daylight
22-030894,03/25/2022 10:50:00 PM,23,5500 - 5699 Lake Resort Dr,,Chattanooga,Hamilton,Lake Resort Ter,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,45,1,Clear,Yes,No,,,35.10987,-85.228423,POINT (-85.228423 35.10987),"(35.109870, -85.228423)",Dark - Not Lighted
22-031949,03/28/2022 08:45:00 PM,21,Brainerd Rd,,Chattanooga,Hamilton,N Germantown Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.024821,-85.245567,POINT (-85.245567 35.024821),"(35.024821, -85.245567)",Dark - Lighted
22-032048,03/29/2022 07:16:00 AM,7.5,2200 Wilcox Blvd,,Chattanooga,Hamilton,Dodson Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,35,1,Clear,Yes,No,No,No,35.052873,-85.260679,POINT (-85.260679 35.052873),"(35.052873, -85.260679)",Dawn
22-033123,03/31/2022 09:30:00 PM,21.5,8001 Volkswagen Dr,,Chattanooga,Hamilton,Bonny oaks dr,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.07286,-85.1338,POINT (-85.1338 35.07286),"(35.072860, -85.133800)",Dark - Lighted
22-034329,04/04/2022 08:52:00 AM,9,Tyner Rd,,Chattanooga,Hamilton,Lee Hwy,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,30,1,Clear,Yes,No,No,No,35.056781,-85.140779,POINT (-85.140779 35.056781),"(35.056781, -85.140779)",Daylight
22-034800,04/05/2022 11:49:00 AM,12,Bonnyshire Dr,,Chattanooga,Hamilton,Bonny Oaks Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Rain,Yes,No,No,No,35.069012,-85.165417,POINT (-85.165417 35.069012),"(35.069012, -85.165417)",Daylight
22-035618,04/07/2022 01:30:00 PM,13.5,Tremont St,,Chattanooga,Hamilton,Frazier Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,25,1,Clear,Yes,No,No,No,35.061791,-85.304515,POINT (-85.304515 35.061791),"(35.061791, -85.304515)",Daylight
22-035707,04/07/2022 05:05:00 PM,17,1601 Market St,,Chattanooga,Hamilton,Main st,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.036004,-85.307644,POINT (-85.307644 35.036004),"(35.036004, -85.307644)",Daylight
22-037536,04/12/2022 04:59:00 PM,17,W 38th St,,Chattanooga,Hamilton,Highland Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,Yes,35.006743,-85.313989,POINT (-85.313989 35.006743),"(35.006743, -85.313989)",Daylight
22-037963,04/13/2022 06:04:00 PM,18,Mccallie Ave,,Chattanooga,Hamilton,Douglas St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.04562,-85.30119,POINT (-85.30119 35.04562),"(35.045620, -85.301190)",Daylight
22-042520,04/25/2022 05:15:00 PM,17.5,900 Carter St,,Chattanooga,Hamilton,E Martin Luther King Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.045668,-85.311653,POINT (-85.311653 35.045668),"(35.045668, -85.311653)",Daylight
22-043161,04/27/2022 10:15:00 AM,10.5,900 Manufacturers Rd,,Chattanooga,Hamilton,Hamm Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,,1,Clear,Yes,No,Yes,No,35.05884,-85.327645,POINT (-85.327645 35.05884),"(35.058840, -85.327645)",Daylight
22-043207,04/27/2022 12:16:00 PM,12.5,Rossville Blvd,SR-3200,Chattanooga,Hamilton,E 32nd St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.007069,-85.293833,POINT (-85.293833 35.007069),"(35.007069, -85.293833)",Daylight
22-043374,04/27/2022 06:59:00 PM,19,Market St,,Chattanooga,Hamilton,W 14th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,20,1,Clear,Yes,No,No,No,35.038499,-85.307481,POINT (-85.307481 35.038499),"(35.038499, -85.307481)",Dusk
22-044394,04/30/2022 04:00:00 AM,4,500 River St,,Chattanooga,Hamilton,River St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,25,1,Clear,Yes,No,,,35.060029,-85.304211,POINT (-85.304211 35.060029),"(35.060029, -85.304211)",Dark - Lighted
22-046149,05/04/2022 04:05:00 PM,16,153 Hwy,,Chattanooga,Hamilton,Northpoint Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,No,35.138164,-85.24936,POINT (-85.24936 35.138164),"(35.138164, -85.249360)",Daylight
22-046509,05/05/2022 12:15:00 PM,12.5,1200 Grove St,SR-1200,Chattanooga,Hamilton,Grove Street Ct,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Clear,Yes,No,No,No,35.043761,-85.317968,POINT (-85.317968 35.043761),"(35.043761, -85.317968)",Daylight
22-046753,05/05/2022 11:00:00 PM,23,Shallowford Rd,SR-6003,Chattanooga,Hamilton,Chapman Rd,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,,1,Clear,Yes,No,No,No,35.054355,-85.188205,POINT (-85.188205 35.054355),"(35.054355, -85.188205)",Dark - Lighted
22-048639,05/10/2022 06:45:00 PM,19,2400 Dodson Ave,,Chattanooga,Hamilton,Daisy St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,30,1,Clear,Yes,No,No,No,35.0816226,-85.263,POINT (-85.263 35.0816226),"(35.0816226, -85.263000)",Daylight
22-050400,05/15/2022 02:26:00 AM,2.5,Mccallie Ave,,Chattanooga,Hamilton,Glenwood Dr,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Rain,Yes,No,No,Yes,35.031395,-85.261209,POINT (-85.261209 35.031395),"(35.031395, -85.261209)",Dark - Lighted
22-051241,05/17/2022 10:49:00 AM,11,979 E 3rd St,,Chattanooga,Hamilton,Central Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,,1,Clear,Yes,No,No,No,35.047957,-85.289321,POINT (-85.289321 35.047957),"(35.047957, -85.289321)",Daylight
22-051365,05/17/2022 12:40:00 PM,12.5,100 W.38th Street,,Chattanooga,Hamilton,Central Avenue,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Clear,Yes,No,No,No,35.0552964,-85.307205,POINT (-85.307205 35.0552964),"(35.0552964, -85.307205)",Daylight
22-051428,05/17/2022 06:04:00 PM,18,825 Runyan Dr,,Chattanooga,Hamilton,Runyan Dr,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.101694,-85.32129,POINT (-85.32129 35.101694),"(35.101694, -85.321290)",Daylight
22-052057,05/19/2022 07:49:00 AM,8,Market St,,Chattanooga,Hamilton,E 10th St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.044862,-85.309402,POINT (-85.309402 35.044862),"(35.044862, -85.309402)",Daylight
22-053334,05/21/2022 08:15:00 PM,20.5,Sheridan Ave,,Chattanooga,Hamilton,Portland St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,25,1,Clear,Yes,No,No,No,35.050756,-85.269296,POINT (-85.269296 35.050756),"(35.050756, -85.269296)",Dusk
22-053576,05/22/2022 11:33:00 PM,23.5,2360-2399 Westside Dr,,Chattanooga,Hamilton,15th Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,35,1,Rain,Yes,No,No,No,35.012549,-85.272335,POINT (-85.272335 35.012549),"(35.012549, -85.272335)",Dark - Lighted
22-054291,05/24/2022 05:50:00 PM,18,12th Ave/ E 31st St,,Chattanooga,Hamilton,E 30th St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.0434061,-85.306981,POINT (-85.306981 35.0434061),"(35.0434061, -85.306981)",Daylight
22-058954,06/05/2022 02:40:00 AM,2.5,2125 Mccallie Ave,,Chattanooga,Hamilton,N Willow St,,Fatal,Not Collision with Motor Vehicle in Transport,Yes,Yes,Yes,No,35,1,Clear,Yes,No,No,Yes,35.0344504,-85.270852,POINT (-85.270852 35.0344504),"(35.0344504, -85.270852)",Dark - Lighted
22-065295,06/20/2022 07:28:00 PM,19.5,1401 N Chamberlain Ave,,Chattanooga,Hamilton,Balto St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.05054,-85.25712,POINT (-85.25712 35.05054),"(35.050540, -85.257120)",Daylight
22-067953,06/27/2022 06:55:00 AM,7,7200 Shallowford Rd,,Chattanooga,Hamilton,I 75 NB off ramp,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,No,35.04156,-85.154814,POINT (-85.154814 35.04156),"(35.041560, -85.154814)",Dawn
22-068515,06/28/2022 02:00:00 PM,14,1420 Dodson Ave,,Chattanooga,Hamilton,Wilcox Blvd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.05297,-85.260301,POINT (-85.260301 35.05297),"(35.052970, -85.260301)",Daylight
22-068872,06/29/2022 07:00:00 AM,7,De Sales Ave,SR-2525,Chattanooga,Hamilton,Glenwood Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,15,1,Clear,Yes,No,No,No,35.041707,-85.260666,POINT (-85.260666 35.041707),"(35.041707, -85.260666)",Daylight
22-069946,07/01/2022 06:18:00 PM,18.5,3714 Rossville Blvd,,Chattanooga,Hamilton,Clio Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,,1,Clear,Yes,No,No,No,35.000459,-85.291711,POINT (-85.291711 35.000459),"(35.000459, -85.291711)",Daylight
22-071459,07/05/2022 03:50:00 PM,16,Falmouth Rd,,Chattanooga,Hamilton,Lexington St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.071073,-85.287125,POINT (-85.287125 35.071073),"(35.071073, -85.287125)",Daylight
22-071493,07/05/2022 04:40:00 PM,16.5,Browns Ferry Rd,,Chattanooga,Hamilton,234 Browns Ferry Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,35,1,Clear,Yes,No,No,No,35.028671,-85.362494,POINT (-85.362494 35.028671),"(35.028671, -85.362494)",Daylight
22-072484,07/08/2022 12:00:00 AM,,Rossville Blvd,,Chattanooga,Hamilton,E 40th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,40,1,Clear,Yes,No,No,No,34.9976519,-85.291118,POINT (-85.291118 34.9976519),"(34.9976519, -85.291118)",Unknown
22-073194,07/09/2022 09:00:00 PM,21,Market St,,Chattanooga,Hamilton,E 4th St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,No,35.052314,-85.309633,POINT (-85.309633 35.052314),"(35.052314, -85.309633)",Dark - Lighted
22-084008,08/04/2022 09:22:00 PM,21.5,700 River Terminal Rd,,Chattanooga,Hamilton,Amnicola Hwy,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,2,Clear,Yes,No,No,No,35.070607,-85.271318,POINT (-85.271318 35.070607),"(35.070607, -85.271318)",Dark - Lighted
22-084073,08/05/2022 03:17:00 AM,3.5,1000 Interstate 75 St,I-75,Chattanooga,Hamilton,900 Interstate 75,10,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,65,1,Clear,Yes,No,Yes,Yes,35.078288,-85.095544,POINT (-85.095544 35.078288),"(35.078288, -85.095544)",Dark - Lighted
22-084146,08/05/2022 10:20:00 AM,10.5,301 Market St,SR-300,Chattanooga,Hamilton,E 3rd Street,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.05332,-85.309891,POINT (-85.309891 35.05332),"(35.053320, -85.309891)",Daylight
22-087195,08/12/2022 03:30:00 PM,15.5,5764 Highway 153,,Chattanooga,Hamilton,Grubb Rd,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Clear,Yes,No,No,No,35.152975,-85.24562,POINT (-85.24562 35.152975),"(35.152975, -85.245620)",Daylight
22-088122,08/14/2022 10:00:00 PM,22,7300 Lee Hwy,SR-7,Chattanooga,Hamilton,Courage Way,1,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,Yes,35.052856,-85.148707,POINT (-85.148707 35.052856),"(35.052856, -85.148707)",Dark - Not Lighted
22-089575,08/18/2022 09:09:00 AM,9,Market St,,Chattanooga,Hamilton,W 3rd st,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,No,35.05332,-85.309891,POINT (-85.309891 35.05332),"(35.053320, -85.309891)",Daylight
22-091958,08/24/2022 09:18:00 AM,9.5,3916 Rossville Blvd,,Chattanooga,Hamilton,E 40th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,34.998012,-85.291088,POINT (-85.291088 34.998012),"(34.998012, -85.291088)",Daylight
